"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Memory_Ants.nlogox"
"1 гипотеза"
"06/08/2026 21:11:23:379 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-40","40","-40","40"
"[run number]","use-memory?","evaporation-rate","diffusion-rate","more-food?","[step]","total-food-count","count turtles","[length my-memory] of turtles"
"1810","true","10","50","false","1000","192","13","[15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1811","true","10","50","false","1000","212","8","[0 0 0 0 0 0 0 0]"
"1813","true","10","50","false","1000","174","11","[15 15 15 15 15 15 15 15 15 15 15]"
"1812","true","10","50","false","1000","217","17","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1814","true","10","50","false","1000","212","12","[0 0 0 0 0 0 0 0 0 0 0 0]"
"1815","true","10","50","false","1000","205","7","[15 15 15 15 15 15 15]"
"1816","true","10","50","false","1000","210","16","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1817","true","10","50","false","1000","213","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1818","true","10","50","false","1000","216","10","[0 0 0 0 0 0 0 0 0 0]"
"1819","true","10","50","false","1000","210","10","[0 0 0 0 15 0 0 0 15 0]"
"1820","true","10","50","false","1000","210","11","[15 15 0 0 0 0 15 0 15 0 0]"
"1821","true","10","50","true","1000","321","17","[15 1 15 0 0 0 15 15 1 0 0 0 0 0 0 0 0]"
"1822","true","10","50","true","1000","291","16","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1823","true","10","50","true","1000","353","29","[15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 15 0 0 7 15 15 15 0 15 15]"
"1824","true","10","50","true","1000","275","22","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1825","true","10","50","true","1000","309","19","[15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 11 15 15]"
"1826","true","10","50","true","1000","395","34","[15 15 15 1 15 15 0 15 15 15 15 0 0 15 0 15 15 15 0 15 15 0 15 15 0 15 15 15 15 0 0 15 0 0]"
"1827","true","10","50","true","1000","365","33","[3 15 0 0 15 13 1 2 0 0 0 0 15 0 5 15 15 0 15 0 15 0 15 1 15 0 0 0 0 0 15 0 15]"
"1828","true","10","50","true","1000","298","21","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1829","true","10","50","true","1000","296","23","[0 15 15 15 0 0 0 0 15 15 0 0 0 15 15 15 15 0 15 0 15 15 15]"
"1830","true","10","50","true","1000","276","17","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1831","true","10","50","true","1000","303","21","[0 15 0 15 15 1 0 15 1 15 0 15 0 15 15 15 0 0 15 15 15]"
"1832","true","10","50","true","1000","286","20","[0 15 0 0 15 15 15 15 3 15 15 0 0 15 15 15 15 0 2 0]"
"1833","true","10","50","true","1000","332","21","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 3 15 15]"
"1835","true","10","50","true","1000","310","21","[15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1834","true","10","50","true","1000","380","28","[15 15 15 15 15 9 15 15 15 15 15 15 15 15 0 0 15 15 0 15 0 15 0 0 15 15 15 0]"
"1836","true","10","50","true","1000","256","12","[15 15 15 15 15 15 15 15 15 15 15 15]"
"1837","true","10","50","true","1000","350","21","[0 15 15 15 0 0 15 15 15 0 0 15 0 0 0 15 0 0 0 0 0]"
"1838","true","10","50","true","1000","331","28","[0 0 2 15 0 15 0 9 0 15 15 15 3 15 15 15 15 0 0 2 0 1 0 0 0 15 15 15]"
"1839","true","10","50","true","1000","265","22","[15 15 15 0 15 8 15 15 1 15 0 15 15 15 15 15 15 15 0 0 15 15]"
"1790","true","0","50","true","1000","406","39","[15 15 15 15 10 15 15 15 15 15 15 0 15 15 15 15 15 0 0 15 0 12 0 15 15 15 0 15 15 0 0 15 15 15 11 15 15 15 15]"
"1840","true","10","50","true","1000","279","20","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1841","true","10","50","false","1000","214","0","[]"
"1842","true","10","50","false","1000","177","4","[15 15 15 15]"
"1843","true","10","50","false","1000","176","11","[15 15 15 15 15 15 15 15 15 15 15]"
"1844","true","10","50","false","1000","210","6","[0 0 0 0 0 0]"
"1846","true","10","50","false","1000","217","0","[]"
"1847","true","10","50","false","1000","199","6","[15 15 15 15 15 15]"
"1848","true","10","50","false","1000","214","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1850","true","10","50","false","1000","193","6","[15 15 15 15 15 15]"
"1849","true","10","50","false","1000","215","15","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1851","true","10","50","false","1000","215","14","[0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1852","true","10","50","false","1000","212","12","[0 0 15 0 0 15 15 0 0 15 0 15]"
"1853","true","10","50","false","1000","210","18","[0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0]"
"1854","true","10","50","false","1000","182","5","[15 15 15 15 15]"
"1855","true","10","50","false","1000","214","6","[0 0 0 0 0 0]"
"1856","true","10","50","false","1000","214","2","[0 0]"
"1857","true","10","50","false","1000","217","3","[0 0 0]"
"1858","true","10","50","false","1000","211","17","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0]"
"1859","true","10","50","false","1000","211","1","[0]"
"1860","true","10","50","false","1000","209","12","[15 0 0 0 0 0 15 0 0 0 0 0]"
"1861","true","10","50","true","1000","296","23","[0 1 0 0 15 0 15 15 0 0 15 15 0 0 0 0 15 15 0 15 0 15 0]"
"1862","true","10","50","true","1000","331","21","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1863","true","10","50","true","1000","305","26","[15 15 15 11 15 15 15 0 15 3 3 15 2 15 15 0 15 15 15 15 0 15 15 15 0 15]"
"1864","true","10","50","true","1000","341","20","[15 0 15 0 15 0 0 0 15 0 0 2 0 15 15 0 0 0 0 0]"
"1865","true","10","50","true","1000","312","31","[0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 15 0 0 0 0 0 15 0 0 15 0 0 0 0 0]"
"1866","true","10","50","true","1000","314","28","[0 15 0 0 15 3 15 0 0 0 2 15 15 7 15 15 15 0 1 0 0 0 15 0 0 15 5 0]"
"1867","true","10","50","true","1000","246","20","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1868","true","10","50","true","1000","382","38","[0 0 0 15 15 0 0 0 0 15 0 0 0 0 0 0 15 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 0 0 0]"
"1869","true","10","50","true","1000","322","17","[1 15 15 15 15 15 15 15 15 0 15 15 12 15 5 15 15]"
"1870","true","10","50","true","1000","317","22","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1871","true","10","50","true","1000","361","24","[15 15 15 15 15 15 15 15 15 15 9 15 0 15 15 15 5 15 15 1 1 0 10 15]"
"1872","true","10","50","true","1000","379","32","[15 15 15 0 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 0 15 15 15 0 12 0 15 0 0 0 15]"
"1874","true","10","50","true","1000","325","26","[15 0 0 0 0 0 2 15 15 15 15 15 15 15 15 15 0 0 15 0 1 3 1 15 15 15]"
"1873","true","10","50","true","1000","326","27","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1875","true","10","50","true","1000","296","25","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 0]"
"1876","true","10","50","true","1000","290","21","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1877","true","10","50","true","1000","341","30","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 0 15 15 15 15 15 15 0 15]"
"1881","true","10","50","false","1000","212","0","[]"
"1879","true","10","50","true","1000","210","16","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1878","true","10","50","true","1000","292","24","[0 15 0 15 0 0 0 0 0 0 0 0 0 15 0 1 15 15 1 0 15 15 0 15]"
"1880","true","10","50","true","1000","330","16","[15 0 15 15 0 0 0 0 0 0 0 0 0 0 15 0]"
"1882","true","10","50","false","1000","212","0","[]"
"1883","true","10","50","false","1000","212","0","[]"
"1885","true","10","50","false","1000","199","8","[15 15 0 15 15 15 15 15]"
"1884","true","10","50","false","1000","213","19","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1886","true","10","50","false","1000","188","5","[15 15 15 15 15]"
"1887","true","10","50","false","1000","180","5","[15 15 15 15 15]"
"1888","true","10","50","false","1000","212","0","[]"
"1890","true","10","50","false","1000","211","15","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1889","true","10","50","false","1000","167","10","[15 3 0 0 15 15 0 2 0 0]"
"1891","true","10","50","false","1000","202","7","[15 15 15 15 15 15 15]"
"1892","true","10","50","false","1000","214","9","[0 0 0 0 0 0 0 0 0]"
"1893","true","10","50","false","1000","187","16","[15 0 15 15 15 0 0 15 15 8 15 0 15 0 0 0]"
"1894","true","10","50","false","1000","181","6","[15 15 15 15 15 15]"
"1895","true","10","50","false","1000","214","0","[]"
"1896","true","10","50","false","1000","211","8","[15 15 15 15 0 0 15 0]"
"1897","true","10","50","false","1000","215","0","[]"
"1845","true","10","50","false","1000","212","12","[0 0 0 0 0 0 0 0 0 0 0 15]"
"1898","true","10","50","false","1000","208","18","[15 0 15 15 0 0 15 0 15 0 15 15 0 0 15 0 15 15]"
"1899","true","10","50","false","1000","179","4","[15 15 15 15]"
"1900","true","10","50","false","1000","214","0","[]"
"1901","true","10","50","true","1000","319","29","[15 15 0 0 15 15 0 0 15 15 15 15 15 15 0 0 0 15 0 8 0 15 15 0 1 0 15 15 15]"
"1904","true","10","50","true","1000","300","12","[15 15 15 15 15 15 15 15 15 15 15 15]"
"1902","true","10","50","true","1000","346","32","[15 15 15 15 0 15 15 15 0 15 0 15 15 0 15 15 0 15 15 15 0 1 0 15 15 1 1 15 15 15 0 15]"
"1905","true","10","50","true","1000","318","17","[15 15 6 15 15 15 0 15 8 15 15 0 15 15 15 15 15]"
"1906","true","10","50","true","1000","300","18","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1907","true","10","50","true","1000","310","23","[0 0 0 0 6 15 15 15 15 0 0 0 0 0 15 15 15 15 15 15 0 12 15]"
"1908","true","10","50","true","1000","302","18","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1909","true","10","50","true","1000","299","19","[15 15 15 1 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15]"
"1911","true","10","50","true","1000","254","14","[15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1910","true","10","50","true","1000","294","25","[0 0 15 0 15 15 0 0 15 15 15 15 0 15 15 15 2 0 15 15 15 0 15 15 15]"
"1912","true","10","50","true","1000","307","14","[15 15 15 15 15 15 15 15 15 15 0 15 15 15]"
"1913","true","10","50","true","1000","302","15","[15 15 15 15 15 15 15 15 15 15 15 15 15 14 15]"
"1914","true","10","50","true","1000","306","26","[0 0 15 9 15 0 0 10 15 3 15 15 0 15 15 15 0 0 15 15 15 0 0 0 0 15]"
"1916","true","10","50","true","1000","311","22","[15 15 0 0 15 0 15 15 15 15 15 0 15 15 0 15 0 11 5 15 15 15]"
"1915","true","10","50","true","1000","365","24","[0 15 15 0 15 0 15 0 0 15 0 0 1 0 0 15 15 15 15 0 15 1 0 15]"
"1918","true","10","50","true","1000","336","17","[15 15 15 5 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1917","true","10","50","true","1000","320","17","[15 15 15 15 15 15 15 15 15 15 15 6 15 15 15 15 15]"
"1919","true","10","50","true","1000","273","9","[15 0 15 15 15 15 15 0 15]"
"1922","true","10","0","false","1000","188","18","[0 0 0 15 0 0 0 15 15 15 15 0 15 15 15 0 1 0]"
"1921","true","10","0","false","1000","195","15","[15 15 15 15 9 15 15 0 15 15 15 15 15 0 15]"
"1920","true","10","50","true","1000","271","16","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1923","true","10","0","false","1000","215","17","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1924","true","10","0","false","1000","210","9","[0 0 0 0 0 15 0 0 0]"
"1925","true","10","0","false","1000","201","20","[0 15 0 0 15 0 15 15 0 15 0 0 0 0 0 0 3 15 0 0]"
"1926","true","10","0","false","1000","217","21","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1927","true","10","0","false","1000","204","16","[15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1928","true","10","0","false","1000","188","15","[0 0 0 0 0 15 15 1 15 0 15 0 0 0 0]"
"1930","true","10","0","false","1000","215","3","[0 0 0]"
"1929","true","10","0","false","1000","215","12","[0 0 0 0 0 0 0 0 0 0 0 0]"
"1931","true","10","0","false","1000","198","6","[15 15 15 15 15 15]"
"1932","true","10","0","false","1000","199","10","[15 0 15 0 0 13 15 15 15 15]"
"1933","true","10","0","false","1000","209","17","[15 15 0 0 0 15 0 0 0 0 15 15 0 15 15 3 0]"
"1934","true","10","0","false","1000","217","10","[15 15 0 0 0 0 15 15 0 0]"
"1935","true","10","0","false","1000","214","19","[15 0 0 0 0 0 0 0 0 0 15 0 0 15 0 15 15 0 15]"
"1936","true","10","0","false","1000","214","7","[0 0 0 0 0 0 0]"
"1937","true","10","0","false","1000","214","17","[0 0 0 0 15 0 0 15 15 0 15 0 0 15 0 0 0]"
"1938","true","10","0","false","1000","216","13","[0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1939","true","10","0","false","1000","207","15","[15 15 15 15 0 15 0 15 15 15 15 0 15 15 0]"
"1940","true","10","0","false","1000","214","24","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1941","true","10","0","true","1000","427","38","[15 15 15 15 15 15 15 0 15 0 15 12 15 0 15 11 15 0 15 15 0 15 0 15 15 0 15 15 15 0 0 15 15 15 0 0 15 15]"
"1942","true","10","0","true","1000","373","38","[15 15 15 15 15 15 0 15 15 10 15 15 15 15 0 11 0 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1943","true","10","0","true","1000","420","41","[0 15 15 15 15 0 15 0 15 0 0 0 15 15 0 0 0 0 15 15 15 0 15 0 0 15 15 0 15 15 0 0 15 15 0 15 15 0 15 0 0]"
"1944","true","10","0","true","1000","421","42","[15 0 15 0 0 0 0 15 15 0 0 15 15 15 0 15 15 15 0 2 15 15 15 15 15 15 0 0 15 0 8 0 15 1 15 15 15 15 15 15 15 15]"
"1945","true","10","0","true","1000","370","38","[15 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 0 15 15 0 0 15 1 15 15 15 15 0 15 12 15 15 15 15 15 15 15]"
"1946","true","10","0","true","1000","365","37","[14 15 15 15 0 15 2 15 15 0 0 15 15 15 0 0 15 15 15 12 1 14 0 15 15 15 15 12 15 15 15 15 15 15 15 15 15]"
"1947","true","10","0","true","1000","402","42","[15 0 15 15 15 15 0 0 15 0 15 15 15 0 15 15 0 15 15 0 15 0 15 0 15 15 0 15 15 15 0 15 15 0 15 15 15 15 15 15 15 15]"
"1949","true","10","0","true","1000","383","36","[15 15 0 15 0 15 4 15 15 0 0 0 15 0 15 0 3 15 3 15 15 15 0 6 15 15 15 13 13 1 15 0 0 15 0 15]"
"1948","true","10","0","true","1000","409","44","[15 15 0 0 0 15 0 15 0 0 15 15 13 15 7 15 15 0 0 0 0 0 1 15 0 15 0 0 0 0 15 15 0 15 0 15 0 0 15 15 3 0 15 1]"
"1950","true","10","0","true","1000","396","38","[15 15 0 0 15 15 15 15 0 0 15 15 0 15 0 0 15 0 15 0 15 15 0 15 15 15 15 15 15 15 15 0 0 15 15 15 0 15]"
"1951","true","10","0","true","1000","421","44","[15 15 0 15 15 15 15 15 0 0 15 0 15 15 15 15 15 15 15 15 15 15 15 0 0 0 0 15 15 0 15 15 15 15 15 0 15 15 0 15 15 15 9 3]"
"1952","true","10","0","true","1000","410","43","[0 15 0 0 15 15 15 0 15 15 0 0 12 0 15 0 15 15 15 15 15 1 15 0 15 15 15 15 15 15 15 0 1 2 15 15 0 0 15 15 15 0 0]"
"1953","true","10","0","true","1000","405","42","[15 15 15 15 15 15 15 1 0 15 0 8 15 15 15 0 15 15 15 0 15 15 15 15 15 15 15 0 15 15 0 0 15 15 0 15 15 0 15 0 15 15]"
"1954","true","10","0","true","1000","396","41","[15 15 2 0 15 15 15 0 15 15 15 0 15 15 15 0 15 15 15 15 15 0 0 15 15 15 15 15 0 15 0 15 0 1 0 0 15 15 0 15 5]"
"1955","true","10","0","true","1000","420","41","[0 15 15 15 15 15 15 15 15 15 15 0 0 15 15 15 15 15 0 15 15 15 0 0 0 15 15 15 0 13 15 0 10 0 15 0 15 0 15 15 15]"
"1956","true","10","0","true","1000","408","42","[0 0 15 15 0 0 15 0 12 15 0 0 0 0 15 15 15 0 15 0 0 15 15 15 15 10 0 15 15 3 15 3 15 0 15 0 15 15 15 0 15 0]"
"1957","true","10","0","true","1000","353","36","[15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 1 15 0 11 15 6 15 15 15 15 15 15 15 15 0 0 15 15]"
"1903","true","10","50","true","1000","300","28","[0 0 0 15 15 11 15 15 15 0 15 15 15 15 0 0 12 15 15 15 15 0 0 15 15 15 6 0]"
"1958","true","10","0","true","1000","426","45","[0 0 15 0 15 15 15 15 0 0 0 0 15 0 0 15 0 0 15 0 0 15 0 15 15 15 15 15 0 15 15 0 15 0 15 0 15 15 15 0 0 15 15 0 12]"
"1959","true","10","0","true","1000","431","40","[15 15 0 15 15 15 2 15 0 0 15 15 0 0 15 15 15 15 15 15 13 0 14 0 15 15 15 0 0 0 15 15 15 0 15 15 15 15 15 7]"
"1960","true","10","0","true","1000","362","37","[0 15 14 15 15 15 15 15 15 15 15 0 15 12 15 15 15 15 15 12 15 15 15 0 15 15 15 15 15 15 15 14 15 15 15 3 0]"
"1961","true","10","0","false","1000","217","14","[0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1962","true","10","0","false","1000","203","12","[15 15 0 15 15 15 0 15 15 0 0 0]"
"1964","true","10","0","false","1000","214","17","[0 0 15 15 0 0 0 0 0 15 0 15 0 0 15 0 0]"
"1965","true","10","0","false","1000","213","9","[15 0 15 15 15 15 15 0 10]"
"1966","true","10","0","false","1000","185","5","[15 15 15 15 15]"
"1967","true","10","0","false","1000","216","11","[0 0 0 0 0 0 0 0 0 0 0]"
"1968","true","10","0","false","1000","203","15","[15 0 0 15 0 15 15 0 0 15 0 0 15 15 0]"
"1969","true","10","0","false","1000","207","23","[15 0 0 15 0 0 15 15 15 0 0 0 0 0 0 12 0 0 15 0 0 0 0]"
"1970","true","10","0","false","1000","214","17","[0 0 0 0 0 0 0 15 15 0 15 0 15 0 15 0 0]"
"1971","true","10","0","false","1000","156","13","[0 0 0 0 0 0 2 15 0 1 0 0 9]"
"1972","true","10","0","false","1000","215","21","[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 15 0 0 0 0]"
"1973","true","10","0","false","1000","216","8","[0 0 0 15 0 0 0 0]"
"1974","true","10","0","false","1000","215","12","[0 0 0 0 15 0 0 0 0 0 0 0]"
"1975","true","10","0","false","1000","214","18","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"1976","true","10","0","false","1000","196","7","[15 15 15 15 15 15 15]"
"1977","true","10","0","false","1000","211","0","[]"
"1978","true","10","0","false","1000","201","15","[0 0 0 15 15 15 0 0 15 15 0 15 0 0 0]"
"1979","true","10","0","false","1000","185","14","[15 15 0 15 15 15 15 15 15 0 15 0 15 0]"
"1980","true","10","0","false","1000","214","12","[0 0 0 0 0 0 0 0 0 0 0 0]"
"1981","true","10","0","true","1000","419","37","[2 0 0 0 0 15 0 0 0 15 15 0 15 0 15 15 0 15 0 0 0 0 15 0 0 0 0 0 0 15 0 0 0 15 15 5 15]"
"1983","true","10","0","true","1000","359","36","[15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 12 11 15 15 15 15 12 15 15 15 15 15 15 15 15 15 15 15 15 15 15]"
"1982","true","10","0","true","1000","420","39","[15 15 15 0 15 0 15 0 0 3 15 15 15 10 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 0 15]"
"1984","true","10","0","true","1000","422","36","[0 11 15 15 15 15 15 3 15 15 15 15 15 0 15 15 15 15 15 15 15 15 5 15 15 15 15 15 15 1 15 15 0 15 15 15]"
"1985","true","10","0","true","1000","397","42","[15 0 15 15 15 15 15 0 15 0 15 15 0 15 15 15 15 0 0 15 0 15 13 15 0 0 0 15 15 0 15 0 15 15 15 15 13 15 15 0 15 0]"
"1986","true","10","0","true","1000","411","42","[3 0 0 0 0 15 15 15 15 0 15 15 15 15 0 15 15 15 0 0 1 0 0 15 0 15 0 0 15 15 15 4 0 0 15 15 15 15 0 15 0 15]"
"1987","true","10","0","true","1000","426","42","[0 3 11 15 15 15 0 15 15 15 15 0 15 0 12 15 7 15 15 0 15 15 15 0 15 15 0 13 0 15 0 15 0 15 15 0 0 15 0 0 0 15]"
"1988","true","10","0","true","1000","410","44","[0 15 15 0 15 15 0 15 15 15 0 15 2 1 0 15 0 0 15 15 0 0 15 15 15 0 0 1 15 15 15 15 15 6 0 0 15 15 15 0 15 0 15 15]"
"1989","true","10","0","true","1000","397","42","[15 15 0 15 0 15 0 15 0 15 15 15 0 0 15 1 15 15 15 12 0 15 15 0 15 0 15 0 0 15 15 15 15 15 0 0 0 15 0 15 15 15]"
"1990","true","10","0","true","1000","393","41","[15 6 0 0 0 0 2 0 15 15 2 15 15 0 0 15 15 0 15 0 0 1 13 0 0 15 15 15 12 0 15 4 15 15 15 15 0 0 15 6 0]"
"1991","true","10","0","true","1000","418","42","[15 15 15 15 15 15 1 15 15 0 0 15 15 0 15 0 15 15 15 15 15 0 15 15 0 15 15 4 15 15 15 15 15 15 15 0 0 15 3 0 15 15]"
"1992","true","10","0","true","1000","429","44","[9 0 15 0 0 15 15 15 15 0 15 10 15 1 15 15 15 0 15 15 0 15 15 15 15 0 11 15 0 0 0 15 0 15 15 15 15 15 0 0 15 15 15 0]"
"1993","true","10","0","true","1000","422","42","[0 15 15 15 0 15 15 0 15 15 0 0 15 15 15 12 15 5 15 15 15 15 15 15 15 15 0 15 15 15 15 0 15 15 15 0 15 15 15 15 15 15]"
"1994","true","10","0","true","1000","402","41","[0 15 0 0 0 15 0 15 15 0 15 15 15 15 1 1 0 15 15 0 0 15 0 15 0 15 15 0 15 15 15 15 15 15 15 15 0 15 10 3 0]"
"1995","true","10","0","true","1000","423","43","[15 15 15 15 15 0 0 0 15 0 15 0 0 15 15 13 15 0 15 4 15 15 15 15 0 15 15 0 0 15 15 0 15 15 15 15 15 15 15 15 15 0 3]"
"1996","true","10","0","true","1000","407","40","[15 15 15 15 15 15 0 15 15 15 0 15 0 15 0 15 15 0 15 15 15 15 15 0 15 15 15 15 15 0 15 15 15 12 0 0 15 15 15 3]"
"1997","true","10","0","true","1000","357","35","[15 11 15 15 15 15 15 15 15 1 0 15 15 15 15 15 0 0 15 15 15 15 0 0 13 1 15 15 0 15 15 0 15 15 15]"
"1998","true","10","0","true","1000","417","44","[15 15 0 15 0 15 0 0 15 15 15 0 0 15 15 15 15 0 15 15 15 0 0 0 0 15 3 15 15 0 0 0 15 15 15 3 15 15 6 1 15 15 15 14]"
"1999","true","10","0","true","1000","408","42","[15 15 15 15 15 0 15 15 15 15 15 15 15 15 15 15 15 15 15 0 15 15 15 15 15 15 15 6 15 15 15 1 15 15 15 0 0 15 15 0 15 15]"
"2000","true","10","0","true","1000","378","39","[0 0 15 0 15 3 0 15 0 0 15 15 15 15 15 15 15 15 15 0 15 0 15 0 13 0 15 15 15 15 15 0 15 0 15 0 15 15 15]"
"2001","true","10","0","false","1000","204","16","[0 15 0 15 15 15 15 15 15 15 15 9 15 15 15 9]"
"2002","true","10","0","false","1000","209","8","[15 0 0 15 15 15 15 15]"
"2003","true","10","0","false","1000","210","9","[15 15 15 15 15 15 15 15 15]"
"2004","true","10","0","false","1000","213","16","[0 5 0 0 0 15 0 0 0 0 0 15 15 15 15 15]"
"2005","true","10","0","false","1000","217","19","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"2007","true","10","0","false","1000","216","17","[0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 15 0]"
"2006","true","10","0","false","1000","208","14","[0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"2008","true","10","0","false","1000","206","13","[15 0 0 0 15 0 0 15 15 0 15 15 15]"
"2009","true","10","0","false","1000","216","14","[0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"2010","true","10","0","false","1000","213","25","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"2011","true","10","0","false","1000","214","11","[0 0 0 0 0 0 0 0 0 0 0]"
"2012","true","10","0","false","1000","215","5","[0 0 0 0 0]"
"2013","true","10","0","false","1000","195","6","[15 15 15 15 15 15]"
"2014","true","10","0","false","1000","214","10","[0 0 0 0 0 0 0 0 0 0]"
"2015","true","10","0","false","1000","212","17","[15 0 0 15 0 15 15 0 0 0 15 15 15 15 0 15 3]"
"2016","true","10","0","false","1000","214","21","[0 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0]"
"2017","true","10","0","false","1000","216","5","[0 0 0 0 0]"
"2018","true","10","0","false","1000","215","8","[0 0 0 0 0 0 0 0]"
"2019","true","10","0","false","1000","214","8","[0 0 0 0 0 0 0 0]"
"2020","true","10","0","false","1000","199","16","[0 0 15 3 0 15 0 0 15 0 0 15 15 15 15 0]"
"2021","true","10","0","true","1000","390","38","[15 15 0 15 13 15 15 0 15 0 15 15 15 15 0 15 15 0 13 15 15 0 15 15 15 15 15 15 15 15 0 0 15 15 15 15 15 15]"
"2023","true","10","0","true","1000","416","44","[15 15 15 15 15 15 0 15 0 15 0 15 15 15 2 15 15 15 0 15 15 0 15 0 15 0 15 15 15 15 15 0 0 15 0 0 15 15 15 0 15 0 15 15]"
"2022","true","10","0","true","1000","408","43","[0 0 15 15 15 15 0 15 0 0 15 0 0 0 15 0 0 0 15 0 15 0 15 15 15 0 15 0 0 0 15 3 15 0 15 15 0 15 0 0 0 0 0]"
"2025","true","10","0","true","1000","404","42","[15 15 10 15 15 15 0 15 15 1 8 0 15 0 3 11 11 15 15 15 15 2 15 15 0 15 1 0 13 15 14 15 0 15 15 15 15 0 3 0 14 15]"
"2024","true","10","0","true","1000","406","45","[15 0 0 0 0 0 0 0 0 0 15 0 0 15 15 0 0 0 0 0 0 0 15 0 0 15 0 15 15 15 15 0 0 0 0 0 15 0 0 0 0 0 0 0 15]"
"2026","true","10","0","true","1000","415","42","[15 15 0 15 0 0 0 15 0 15 0 15 15 15 15 0 15 0 15 15 15 15 15 0 15 0 0 0 0 15 0 0 0 0 15 15 0 15 15 0 15 3]"
"2027","true","10","0","true","1000","390","35","[15 0 15 15 11 15 15 15 15 15 0 0 15 0 3 15 15 15 15 15 0 15 0 15 0 15 15 0 15 15 15 15 0 0 15]"
